product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,main_category
"Reffair AX30 [MAX] Portable Air Purifier for Car, Home & Office | Smart Ionizer Function | H13 Grade True HEPA Filter [Internationally Tested] Aromabuds Fragrance Option - Black",Car&Motorbike|CarAccessories|InteriorAccessories|AirPurifiers&Ionizers,2339.0,4000.0,42.0,3.8,1118,Car&Motorbike
!!1000 Watt/2000-Watt Room Heater!! Fan Heater!!Pure White!!HN-2500!!Made in India!!,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",784.0,1599.0,51.0,4.5,11,Home&Kitchen
"Eureka Forbes Wet & Dry Ultimo 1400 Watts Multipurpose Vacuum Cleaner,Power Suction & Blower with 20 litres Tank Capacity,6 Accessories,1 Year Warranty,Compact,Light Weight & Easy to use (Red)","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|Wet-DryVacuums",5499.0,9999.0,45.0,3.8,4353,Home&Kitchen
Activa Heat-Max 2000 Watts Room Heater (White color ) with ABS body,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",899.0,1990.0,55.0,4.1,185,Home&Kitchen
"PHILIPS HL1655/00 Hand Blender, White Jar 250W",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,1695.0,1695.0,0.0,4.2,14290,Home&Kitchen
"Bajaj DX-2 600W Dry Iron with Advance Soleplate and Anti-Bacterial German Coating Technology, Grey","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",499.0,940.0,47.0,4.1,3036,Home&Kitchen
V-Guard Zio Instant Water Geyser | 3 Litre | 3000 W Heating | White-Blue | | 2 Year Warranty,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",2699.0,4700.0,43.0,4.2,1296,Home&Kitchen
Homeistic Applience™ Instant Electric Water Heater Faucet Tap For Kitchen And Bathroom Sink Digital Water Heating Tap with Shower Head ABS Body- Shock Proof (Pack Of 1. White),"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",1448.0,2999.0,52.0,4.5,19,Home&Kitchen
"Kitchenwell 18Pc Plastic Food Snack Bag Pouch Clip Sealer for Keeping Food Fresh for Home, Kitchen, Camping Snack Seal Sealing Bag Clips (Multi-Color) | (Pack of 18)|",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,79.0,79.0,0.0,4.0,97,Home&Kitchen
Havells Instanio 10 Litre Storage Water Heater with Flexi Pipe and Free installation (White Blue),"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|StorageWaterHeaters",6990.0,14290.0,51.0,4.4,1771,Home&Kitchen
Prestige PIC 16.0+ 1900W Induction Cooktop with Soft Touch Push Buttons (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,2698.0,3945.0,32.0,4.0,15034,Home&Kitchen
"AGARO 33398 Rapid 1000-Watt, 10-Litre Wet & Dry Vacuum Cleaner, with Blower Function (Red & Black)","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|Wet-DryVacuums",3199.0,5999.0,47.0,4.0,3242,Home&Kitchen
KENT 16026 Electric Kettle Stainless Steel 1.8 L | 1500W | Superfast Boiling | Auto Shut-Off | Boil Dry Protection | 360° Rotating Base | Water Level Indicator,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|Kettle&ToasterSets,1199.0,1950.0,39.0,3.9,2832,Home&Kitchen
"SKYTONE Stainless Steel Electric Meat Grinders with Bowl 700W Heavy for Kitchen Food Chopper, Meat, Vegetables, Onion , Garlic Slicer Dicer, Fruit & Nuts Blender (2L, 700 Watts)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,1414.0,2799.0,49.0,4.0,1498,Home&Kitchen
KENT 16088 Vogue Electric Kettle 1.8 Litre 1500 W | Stainless Steel body | Auto shut off over heating protection | 1 Year Warranty,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,999.0,1950.0,49.0,3.8,305,Home&Kitchen
"Eureka Forbes Supervac 1600 Watts Powerful Suction,bagless Vacuum Cleaner with cyclonic Technology,7 Accessories,1 Year Warranty,Compact,Lightweight & Easy to use (Red)","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|CanisterVacuums",5999.0,9999.0,40.0,4.2,1191,Home&Kitchen
"Mi Air Purifier 3 with True HEPA Filter, removes air pollutants, smoke, odor, bacteria & viruses with 99.97% efficiency, coverage area up to 484 sq. ft., Wi-Fi & Voice control - Alexa/GA (white)","Home&Kitchen|Heating,Cooling&AirQuality|AirPurifiers|HEPAAirPurifiers",9970.0,12999.0,23.0,4.3,4049,Home&Kitchen
"Tata Swach Bulb 6000-Litre Cartridge, 1 Piece, White, Hollow Fiber Membrane",Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterFilters&Purifiers,698.0,699.0,0.0,4.2,3160,Home&Kitchen
Havells Ambrose 1200mm Ceiling Fan (Gold Mist Wood),"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",2199.0,3190.0,31.0,4.3,9650,Home&Kitchen
"PrettyKrafts Laundry Bag / Basket for Dirty Clothes, Folding Round Laundry Bag,Set of 2, Black Wave",Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBags,320.0,799.0,60.0,4.2,3846,Home&Kitchen
"FABWARE Lint Remover for Clothes - Sticky Lint Roller for Clothes, Furniture, Wool, Coat, Car Seats, Carpet, Fabric, Dust Cleaner, Pet Hair Remover with 1 Handle & 1 Refill Total 60 Sheets & 1 Cover","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",298.0,499.0,40.0,4.4,290,Home&Kitchen
Brayden Fito Atom Rechargeable Smoothie Blender with 2000 mAh Battery and 3.7V Motor with 400ml Tritan Jar (Blue),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,1199.0,1499.0,20.0,3.8,2206,Home&Kitchen
Bajaj Frore 1200 mm Ceiling Fan (Brown),"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",1399.0,2660.0,47.0,4.1,9349,Home&Kitchen
"Venus Digital Kitchen Weighing Scale & Food Weight Machine for Health, Fitness, Home Baking & Cooking Scale, 2 Year Warranty & Battery Included (Weighing Scale Without Bowl) Capacity 10 Kg, 1 Gm",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales,599.0,2799.0,79.0,3.9,578,Home&Kitchen
Bajaj ATX 4 750-Watt Pop-up Toaster (White),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Pop-upToasters,1499.0,1499.0,0.0,4.3,9331,Home&Kitchen
"Coway Professional Air Purifier for Home, Longest Filter Life 8500 Hrs, Green True HEPA Filter, Traps 99.99% Virus & PM 0.1 Particles, Warranty 7 Years (AirMega 150 (AP-1019C))","Home&Kitchen|Heating,Cooling&AirQuality|AirPurifiers|HEPAAirPurifiers",14400.0,59900.0,76.0,4.4,3837,Home&Kitchen
KENT Gold Optima Gravity Water Purifier (11016) | UF Technology Based | Non-Electric & Chemical Free | Counter Top | 10L Storage | White,Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterFilters&Purifiers,1699.0,1900.0,11.0,3.6,11456,Home&Kitchen
HOMEPACK 750W Radiant Room Home Office Heaters For Winter,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",649.0,999.0,35.0,3.8,49,Home&Kitchen
"Bajaj Rex 750W Mixer Grinder with Nutri Pro Feature, 4 Jars, White",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,3249.0,6375.0,49.0,4.0,4978,Home&Kitchen
"Heart Home Waterproof Round Non Wovan Laundry Bag/Hamper|Metalic Printed With Handles|Foldable Bin & 45 Liter Capicity|Size 37 x 37 x 49, Pack of 1 (Grey & Black)-HEARTXY11447",Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,199.0,499.0,60.0,4.1,1996,Home&Kitchen
"MILTON Smart Egg Boiler 360-Watts (Transparent and Silver Grey), Boil Up to 7 Eggs",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,1099.0,1899.0,42.0,4.3,1811,Home&Kitchen
"iBELL SEK15L Premium 1.5 Litre Stainless Steel Electric Kettle,1500W Auto Cut-Off Feature,Silver with Black",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,664.0,1490.0,55.0,4.0,2198,Home&Kitchen
Tosaa T2STSR Sandwich Gas Toaster Regular (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,260.0,350.0,26.0,3.9,13127,Home&Kitchen
"V-Guard Divino 5 Star Rated 15 Litre Storage Water Heater (Geyser) with Advanced Safety Features, White","Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|StorageWaterHeaters",6499.0,8500.0,24.0,4.4,5865,Home&Kitchen
"Akiara® - Makes life easy Mini Sewing Machine with Table Set | Tailoring Machine | Hand Sewing Machine with extension table, foot pedal, adapter",Home&Kitchen|Kitchen&HomeAppliances|SewingMachines&Accessories|Sewing&EmbroideryMachines,1484.0,2499.0,41.0,3.7,1067,Home&Kitchen
"Usha Steam Pro SI 3713, 1300 W Steam Iron, Powerful steam Output up to 18 g/min, Non-Stick Soleplate (White & Blue)","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|SteamIrons",999.0,1560.0,36.0,3.6,4881,Home&Kitchen
"Wonderchef Nutri-blend Complete Kitchen Machine | 22000 RPM Mixer Grinder, Blender, Chopper, Juicer | 400W Powerful motor | SS Blades | 4 Unbreakable Jars | 2 Years Warranty | Online Recipe Book By Chef Sanjeev Kapoor | Black",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,3299.0,6500.0,49.0,3.7,11217,Home&Kitchen
"WIDEWINGS Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother for Coffee, Egg Beater, Hand Blender, Coffee Beater with Stand",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,259.0,999.0,74.0,4.0,43,Home&Kitchen
"Morphy Richards Icon Superb 750W Mixer Grinder, 4 Jars, Silver and Black",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,3249.0,7795.0,58.0,4.2,4664,Home&Kitchen
"Philips Handheld Garment Steamer GC360/30 - Vertical & Horizontal Steaming, 1200 Watt, up to 22g/min","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|SteamIrons",4280.0,5995.0,29.0,3.8,2112,Home&Kitchen
"Vedini Transparent Empty Refillable Reusable Fine Mist Spray Bottle for Perfume, Travel with DIY Sticker Set ( 100ml, Pack of 4)",Home&Kitchen|HomeStorage&Organization|LaundryOrganization|IroningAccessories|SprayBottles,189.0,299.0,37.0,4.2,2737,Home&Kitchen
"Crompton Sea Sapphira 1200 mm Ultra High Speed 3 Blade Ceiling Fan (Lustre Brown, Pack of 1)","Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",1449.0,2349.0,38.0,3.9,9019,Home&Kitchen
"Kuber Industries Waterproof Canvas Laundry Bag/Hamper|Metalic Printed With Handles|Foldable Bin & 45 Liter Capicity|Size 37 x 37 x 46, Pack of 1 (Brown)",Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,199.0,499.0,60.0,4.0,10234,Home&Kitchen
JM SELLER 180 W 2021 Edition Electric Beater High Speed Hand Mixer Egg Beater for Cake Making and Whipping Cream with 7 Speed Control (White) with Free Spatula and Oil Brush,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandMixers,474.0,1299.0,64.0,4.1,550,Home&Kitchen
"Oratech Coffee Frother electric, milk frother electric, coffee beater, cappuccino maker, Coffee Foamer, Mocktail Mixer, Coffee Foam Maker, coffee whisker electric, Froth Maker, coffee stirrers electric, coffee frothers, Coffee Blender, (6 Month Warranty) (Multicolour)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,279.0,499.0,44.0,4.8,28,Home&Kitchen
"Havells Glaze 74W Pearl Ivory Gold Ceiling Fan, Sweep: 1200 Mm","Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",1999.0,4775.0,58.0,4.2,1353,Home&Kitchen
"Pick Ur Needs® Lint Remover for Clothes High Range Rechargeable Lint Shaver for All Types of Clothes, Fabrics, Blanket with 1 Extra Blade Multicolor (Rechargeable)","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",799.0,1230.0,35.0,4.1,2138,Home&Kitchen
"Rico Japanese Technology Rechargeable Wireless Electric Chopper with Replacement Warranty - Stainless Steel Blades, One Touch Operation, 10 Seconds Chopping, Mincing Vegetable, Meat - 250 ML, 30 Watts",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,949.0,1999.0,53.0,4.0,1679,Home&Kitchen
"Butterfly Smart Wet Grinder, 2L (White) with Coconut Scrapper Attachment, Output - 150 W, Input 260 W",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Mills&Grinders|WetGrinders,3657.66,5156.0,29.0,3.9,12837,Home&Kitchen
"AGARO Marvel 9 Liters Oven Toaster Griller, Cake Baking OTG (Black)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|OvenToasterGrills,1699.0,1999.0,15.0,4.1,8873,Home&Kitchen
Philips GC1920/28 1440-Watt Non-Stick Soleplate Steam Iron,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|SteamIrons",1849.0,2095.0,12.0,4.3,7681,Home&Kitchen
Havells OFR 13 Wave Fin with PTC Fan Heater 2900 Watts (Black),"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",12499.0,19825.0,37.0,4.1,322,Home&Kitchen
"Bajaj DHX-9 1000W Heavy Weight Dry Iron with Advance Soleplate and Anti-Bacterial German Coating Technology, Ivory","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",1099.0,1920.0,43.0,4.2,9772,Home&Kitchen
"Aquasure From Aquaguard Amaze RO+UV+MTDS,7L storage water purifier,suitable for borewell,tanker,municipal water (Grey) from Eureka Forbes",Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterFilters&Purifiers,8199.0,16000.0,49.0,3.9,18497,Home&Kitchen
"ROYAL STEP Portable Electric USB Juice Maker Juicer Bottle Blender Grinder Mixer,6 Blades Rechargeable Bottle with (MULTII) (MULTI COLOUR 6 BLED JUICER MIXER)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,499.0,2199.0,77.0,3.7,53,Home&Kitchen
"KENT 16068 Zoom Vacuum Cleaner for Home and Car 130 W | Cordless, Hoseless, Rechargeable HEPA Filters Vacuum Cleaner with Cyclonic Technology | Bagless Design and Multi Nozzle Operation | Blue","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|HandheldVacuums",6999.0,14999.0,53.0,4.1,1728,Home&Kitchen
ENEM Sealing Machine | 12 Inch (300 mm) | 1 Year Warranty | Full Customer Support | Beep Sound Function | Plastic Packing Machine | Plastic Bag Sealing Machine | Heat Sealer Machine | Plastic Sealing Machine | Blue | Made in India,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,1595.0,1799.0,11.0,4.0,2877,Home&Kitchen
Wipro Vesta 1200 Watt GD203 Heavyweight Automatic Dry Iron| Quick Heat Up| Anti bacterial German Weilburger Double Coated Black Soleplate |2 Years Warranty,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",1049.0,1950.0,46.0,3.8,250,Home&Kitchen
"Inalsa Electric Kettle Prism Inox - 1350 W with LED Illumination & Boro-Silicate Body, 1.8 L Capacity along with Cordless Base, 2 Year Warranty (Black)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|Kettle&ToasterSets,1182.0,2995.0,61.0,4.2,5178,Home&Kitchen
"VRPRIME Lint Roller Lint Remover for Clothes, Pet | 360 Sheets Reusable Sticky Easy-Tear Sheet Brush for Clothes, Furniture, Carpet, Dog Fur, Sweater, Dust & Dirt (4 Rolls - 90 Sheet Each Roll)","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",499.0,999.0,50.0,4.6,79,Home&Kitchen
"Philips AC1215/20 Air purifier, removes 99.97% airborne pollutants, 4-stage filtration with True HEPA filter (white)","Home&Kitchen|Heating,Cooling&AirQuality|AirPurifiers|HEPAAirPurifiers",8799.0,11995.0,27.0,4.1,4157,Home&Kitchen
"Eopora PTC Ceramic Fast Heating Room Heater for Bedroom, 1500/1000 Watts Room Heater for Home, Electric Heater, Electric Fan Heater for Home Office Bedroom (White)","Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",1529.0,2999.0,49.0,3.3,29,Home&Kitchen
"Usha Goliath GO1200WG Heavy Weight 1200-Watt Dry Iron, 1.8 Kg(Red)","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",1199.0,1690.0,29.0,4.2,4580,Home&Kitchen
"Wipro Vesta Electric Egg Boiler, 360 Watts, 3 Boiling Modes, Stainless Steel Body and Heating Plate, Boils up to 7 Eggs at a time, Automatic Shut Down, White, Standard (VB021070)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,1052.0,1790.0,41.0,4.3,1404,Home&Kitchen
Philips Viva Collection HR1832/00 1.5-Litre400-Watt Juicer (Ink Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Juicers,6499.0,8995.0,28.0,4.3,2810,Home&Kitchen
Kitchenwell Multipurpose Portable Electronic Digital Weighing Scale Weight Machine | Weight Machine | 10 Kg,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales|DigitalScales,239.0,239.0,0.0,4.3,7,Home&Kitchen
"FIGMENT Handheld Milk Frother Rechargeable, 3-Speed Electric Frother for Coffee with 2 Whisks and Coffee Decoration Tool, Coffee Frother Mixer, CRESCENT ENTERPRISES VRW0.50BK (A1)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,699.0,1599.0,56.0,4.7,1729,Home&Kitchen
"Balzano High Speed Nutri Blender/Mixer/Smoothie Maker - 500 Watt - Silver, 2 Jar",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances,2599.0,4290.0,39.0,4.4,2116,Home&Kitchen
"Swiss Military VC03 Wireless Car Vacuum Cleaner | Wireless Vacuum Cleaner for Home, Car, Living Room | Wireless Vacuum Cleaner Dust Collection/Lighting Car Pet Hair Vacuum with Powerful Motor","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|HandheldVacuums",1547.0,2890.0,46.0,3.9,463,Home&Kitchen
"Zuvexa USB Rechargeable Electric Foam Maker - Handheld Milk Wand Mixer Frother for Hot Milk, Hand Blender Coffee, Egg Beater (Black)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,499.0,1299.0,62.0,4.7,54,Home&Kitchen
Usha IH2415 1500-Watt Immersion Heater (Silver),"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",510.0,640.0,20.0,4.1,7229,Home&Kitchen
ACTIVA Instant 3 LTR 3 KVA SPECIAL Anti Rust Coated Tank Geyser with Full ABS Body with 5 Year Warranty Premium (White),"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",1899.0,3790.0,50.0,3.8,3842,Home&Kitchen
"Havells Instanio 1-Litre 3KW Instant Water Heater (Geyser), White Blue","Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",2599.0,4560.0,43.0,4.4,646,Home&Kitchen
"Lifelong 2-in1 Egg Boiler and Poacher 500-Watt (Transparent and Silver Grey), Boil 8 eggs, Poach 4 eggs, Easy to clean| 3 Boiling Modes, Stainless Steel Body and Heating Plate, Automatic Turn-Off",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,1199.0,3500.0,66.0,4.3,1802,Home&Kitchen
"INDIAS®™ Electro-Instant Water Geyser A.B.S. Body Shock Proof Can be Used in Bathroom, Kitchen, wash Area, Hotels, Hospital etc.","Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",999.0,2600.0,62.0,3.4,252,Home&Kitchen
AmazonBasics Induction Cooktop 1600 Watt (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,1999.0,3300.0,39.0,4.2,780,Home&Kitchen
"Sui Generis Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother, Electric Coffee Beater, Egg Beater, Latte Maker, Mini Hand Blender Cappuccino Maker (Multicolor)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,210.0,699.0,70.0,3.7,74,Home&Kitchen
"Philips Air Purifier Ac2887/20,Vitashield Intelligent Purification,Long Hepa Filter Life Upto 17000 Hours,Removes 99.9% Airborne Viruses & Bacteria,99.97% Airborne Pollutants,Ideal For Master Bedroom","Home&Kitchen|Heating,Cooling&AirQuality|AirPurifiers|HEPAAirPurifiers",14499.0,23559.0,38.0,4.3,2026,Home&Kitchen
"Esquire Laundry Basket Brown, 50 Ltr Capacity(Plastic)",Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,950.0,1599.0,41.0,4.3,5911,Home&Kitchen
"PHILIPS Air Fryer HD9200/90, uses up to 90% less fat, 1400W, 4.1 Liter, with Rapid Air Technology (Black), Large",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DeepFatFryers|AirFryers,7199.0,9995.0,28.0,4.4,1964,Home&Kitchen
Havells Bero Quartz Heater Black 800w 2 Heat Settings 2 Year Product Warranty,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",2439.0,2545.0,4.0,4.1,25,Home&Kitchen
"Philips EasyTouch Plus Standing Garment Steamer GC523/60 - 1600 Watt, 5 Steam Settings, Up to 32 g/min steam, with Double Pole","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|SteamIrons",7799.0,8995.0,13.0,4.0,3160,Home&Kitchen
"Brayden Chopro, Electric Vegetable Chopper for Kitchen with 500 ML Capacity, 400 Watts Copper Motor and 4 Bi-Level SS Blades (Black)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,1599.0,1999.0,20.0,4.4,1558,Home&Kitchen
"Wonderchef Nutri-blend Mixer, Grinder & Blender | Powerful 400W 22000 RPM motor | Stainless steel Blades | 3 unbreakable jars | 2 Years warranty | Online recipe book by Chef Sanjeev Kapoor | Black",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,2899.0,5500.0,47.0,3.8,8958,Home&Kitchen
Usha Janome Dream Stitch Automatic Zig-Zag Electric Sewing Machine with 14 Stitch Function (White and Blue) with Free Sewing KIT Worth RS 500,Home&Kitchen|Kitchen&HomeAppliances|SewingMachines&Accessories|Sewing&EmbroideryMachines,9799.0,12150.0,19.0,4.3,13251,Home&Kitchen
Black+Decker Handheld Portable Garment Steamer 1500 Watts with Anti Calc (Violet),"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|SteamIrons",3299.0,4995.0,34.0,3.8,1393,Home&Kitchen
"Personal Size Blender, Portable Blender, Battery Powered USB Blender, with Four Blades, Mini Blender Travel Bottle for Juice, Shakes, and Smoothies (Pink)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,669.0,1499.0,55.0,2.3,13,Home&Kitchen
Sujata Powermatic Plus 900 Watts Juicer Mixer Grinder,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,5890.0,7506.0,22.0,4.5,7241,Home&Kitchen
"Sure From Aquaguard Delight NXT RO+UV+UF+Taste Adjuster(MTDS),6L water purifier,8 stages purification,Suitable for borewell,tanker,municipal water(Black) from Eureka Forbes",Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterFilters&Purifiers,9199.0,18000.0,49.0,4.0,16020,Home&Kitchen
"PrettyKrafts Laundry Basket for clothes with Lid & Handles, Toys Organiser, 75 Ltr Grey",Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,351.0,1099.0,68.0,3.7,1470,Home&Kitchen
Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),Health&PersonalCare|HomeMedicalSupplies&Equipment|HealthMonitors|WeighingScales|DigitalBathroomScales,899.0,1900.0,53.0,4.0,3663,Health&PersonalCare
"Tesora - Inspired by you Large Premium Electric Kettle 1.8L, Stainless Steel Inner Body - Auto Power Cut, Boil Dry Protection & Cool Touch Double Wall, Portable | 1500 Watts |1 Year Warranty | (White)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|Kettle&ToasterSets,1349.0,1850.0,27.0,4.4,638,Home&Kitchen
"AGARO Ace 1600 Watts, 21.5 kPa Suction Power, 21 litres Wet & Dry Stainless Steel Vacuum Cleaner with Blower Function and Washable Dust Bag","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|Wet-DryVacuums",6236.0,9999.0,38.0,4.1,3552,Home&Kitchen
"INALSA Hand Blender 1000 Watt with Chopper, Whisker, 600 ml Multipurpose Jar|Variable Speed And Turbo Speed Function |100% Copper Motor |Low Noise |ANTI-SPLASH TECHNOLOGY|2 Year Warranty",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,2742.0,3995.0,31.0,4.4,11148,Home&Kitchen
"akiara - Makes life easy Electric Handy Sewing/Stitch Handheld Cordless Portable White Sewing Machine for Home Tailoring, Hand Machine | Mini Silai | White Hand Machine with Adapter",Home&Kitchen|Kitchen&HomeAppliances|SewingMachines&Accessories|Sewing&EmbroideryMachines,721.0,1499.0,52.0,3.1,2449,Home&Kitchen
